case_study,dmn_file,decision_name,io,variable_name,feel_type,mapper_predicted_type,mapper_confidence,llm_verdict,llm_predicted_table,llm_predicted_column,candidate_votes
Spree,Promotion_Order_Level_Eligibility.dmn,Effective Minimum Amount Threshold,input,operatorMin,,needs review (no confident match),0.265,no confident match (LLM rejected all candidates),,,"spree_commission_rate_values.min_amount (no, 0.27, votes={'no': 1}); spree_prices.min_quantity (no, 0.26, votes={'no': 1}); spree_price_adjustment_tiers.min_quantity (no, 0.26, votes={'no': 1})"
Spree,Promotion_Order_Level_Eligibility.dmn,Effective Maximum Amount Threshold,input,operatorMax,,needs review (no confident match),0.265,no confident match (LLM rejected all candidates),,,"spree_commission_rate_values.max_amount (no, 0.27, votes={'no': 1}); spree_package_types.max_weight (no, 0.27, votes={'no': 1}); spree_order_groups.metadata (no, 0.21, votes={'no': 1})"
Spree,Promotion_Order_Level_Eligibility.dmn,Promotion Item Total Eligibility,input,amountMaxSet,boolean,needs review (no confident match),0.219,no confident match (LLM rejected all candidates),,,"spree_catalog_order_minimums.amount (no, 0.22, votes={'no': 1}); spree_collections.automatic (no, 0.21, votes={'no': 1}); spree_categories.automatic (no, 0.21, votes={'no': 1})"
Spree,Promotion_Order_Level_Eligibility.dmn,Promotion Temporal Availability,input,evaluationTime,date and time,needs review (no confident match),0.208,no confident match (LLM rejected all candidates),,,"spree_products.available_on (no, 0.21, votes={'no': 1}); spree_tax_identifiers.validated_at (no, 0.21, votes={'no': 1}); spree_order_promotions.created_at (no, 0.20, votes={'no': 1})"
Spree,Promotion_Order_Level_Eligibility.dmn,Promotion Temporal Availability,input,expiresAtSet,boolean,needs review (no confident match),0.265,confirmed,spree_promotions,expires_at,"spree_price_lists.adjust_compare_at (no, 0.27, votes={'no': 1}); spree_promotions.expires_at (yes, 0.26, votes={'yes': 1}); spree_invitations.expires_at (no, 0.26, votes={'no': 1})"
Spree,Promotion_Order_Level_Eligibility.dmn,Promotion Usage Limit Exceeded,input,usageLimitSet,boolean,needs review (no confident match),0.26,confirmed,spree_promotions,usage_limit,"spree_promotions.usage_limit (yes, 0.26, votes={'yes': 1}); spree_adjustments.eligible (no, 0.21, votes={'no': 1}); spree_delivery_rates.selected (no, 0.21, votes={'no': 1})"
Spree,Promotion_Order_Level_Eligibility.dmn,Promotion Usage Limit Exceeded,input,adjustedCreditsCount,number,"likely derived (auto, low confidence -- needs review)",0.402,no confident match (LLM rejected all candidates),,,"spree_collections.products_count (no, 0.40, votes={'no': 1}); spree_categories.products_count (no, 0.40, votes={'no': 1}); spree_product_types.products_count (no, 0.40, votes={'no': 1})"
Spree,Volume_and_Tiered_Pricing.dmn,Price Adjustment Tier Validity Violations,input,siblingTierCount,number,"likely derived (auto, low confidence -- needs review)",0.414,no confident match (LLM rejected all candidates),,,"spree_orders.item_count (no, 0.41, votes={'no': 1}); spree_variants.image_count (no, 0.40, votes={'no': 1}); spree_users.sign_in_count (no, 0.39, votes={'no': 1})"
Spree,Volume_and_Tiered_Pricing.dmn,Price Adjustment Tier Validity,input,invalidReasons,,needs review (no confident match),0.264,no confident match (LLM rejected all candidates),,,"spree_webhook_endpoints.disabled_reason (no, 0.26, votes={'no': 1}); spree_stock_movements.reason (no, 0.23, votes={'no': 1}); spree_order_cancellations.reason (no, 0.23, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Advancement,input,currentStatusIsActive,boolean,needs review (no confident match),0.167,unknown (model could not judge confidently),,,"purchase_order.is_current (no, 0.17, votes={'no': 1}); ageing_entity_step.status_id (unknown, 0.16, votes={'unknown': 1}); order_line.use_item (no, 0.16, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Advancement,input,ageingStepConfigFound,boolean,needs review (no confident match),0.155,no confident match (LLM rejected all candidates),,,"item_type.internal (no, 0.16, votes={'no': 1}); order_line.use_item (no, 0.12, votes={'no': 1}); mediation_errors.should_retry (no, 0.11, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Advancement,input,ageingRequired,boolean,needs review (no confident match),0.123,no confident match (LLM rejected all candidates),,,"item_type.internal (no, 0.12, votes={'no': 1}); order_line.use_item (no, 0.12, votes={'no': 1}); ageing_entity_step.entity_id (no, 0.10, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Status Change Order Action,input,newStatusIsDeleted,boolean,needs review (no confident match),0.223,no confident match (LLM rejected all candidates),,,"order_line.use_item (no, 0.22, votes={'no': 1}); order_line.deleted (no, 0.19, votes={'no': 1}); purchase_order.deleted (no, 0.19, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Status Change Order Action,input,oldStatusCanLogin,boolean,needs review (no confident match),0.243,confirmed,generic_status,can_login,"generic_status.can_login (yes, 0.24, votes={'yes': 1}); generic_status.status_value (no, 0.18, votes={'no': 1}); ageing_entity_step.status_id (no, 0.17, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Status Change Order Action,input,newStatusCanLogin,boolean,needs review (no confident match),0.243,confirmed,generic_status,can_login,"generic_status.can_login (yes, 0.24, votes={'yes': 1}); generic_status.status_value (no, 0.18, votes={'no': 1}); ageing_entity_step.status_id (no, 0.17, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Config Validation,input,statusIsActive,boolean,needs review (no confident match),0.205,no confident match (LLM rejected all candidates),,,"order_line.use_item (no, 0.20, votes={'no': 1}); ageing_entity_step.status_id (no, 0.19, votes={'no': 1}); process_run_user.status (no, 0.16, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Config Validation,input,statusIsDeleted,boolean,needs review (no confident match),0.203,no confident match (LLM rejected all candidates),,,"ageing_entity_step.status_id (no, 0.20, votes={'no': 1}); order_line.use_item (no, 0.20, votes={'no': 1}); mediation_errors.should_retry (no, 0.17, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Config Validation,input,isLastSelectedStep,boolean,needs review (no confident match),0.144,no confident match (LLM rejected all candidates),,,"filter.visible (no, 0.14, votes={'no': 1}); order_line.use_item (no, 0.14, votes={'no': 1}); purchase_order.last_notified (no, 0.11, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Config Validation,input,inUse,boolean,needs review (no confident match),0.391,no confident match (LLM rejected all candidates),,,"order_line.use_item (no, 0.39, votes={'no': 1}); filter.visible (no, 0.23, votes={'no': 1}); item_type.internal (no, 0.21, votes={'no': 1})"
jBilling,Ageing_and_Dunning.dmn,Ageing Step Config Validation,input,welcomeMessagePresent,boolean,needs review (no confident match),0.119,no confident match (LLM rejected all candidates),,,"notification_message_line.message_section_id (no, 0.12, votes={'no': 1}); event_log.message_id (no, 0.12, votes={'no': 1}); notification_message_section.message_id (no, 0.12, votes={'no': 1})"
jBilling,Currency_Exchange_Rules.dmn,Currency Exchange Rate Source,input,hasEntitySpecificExchange,boolean,needs review (no confident match),0.153,unknown (model could not judge confidently),,,"currency_entity_map.entity_id (no, 0.15, votes={'no': 1}); currency_exchange.entity_id (unknown, 0.15, votes={'unknown': 1}); order_line.use_item (no, 0.14, votes={'no': 1})"
jBilling,Currency_Exchange_Rules.dmn,Currency Exchange Rate Source,input,hasSystemDefaultExchange,boolean,needs review (no confident match),0.115,no confident match (LLM rejected all candidates),,,"currency_exchange.create_datetime (no, 0.11, votes={'no': 1}); item_type.internal (no, 0.11, votes={'no': 1}); order_line.use_item (no, 0.11, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Cancellation Fee Eligibility,input,eventType,string,needs review (no confident match),0.243,no confident match (LLM rejected all candidates),,,"blacklist.type (no, 0.24, votes={'no': 1}); order_line.type_id (no, 0.24, votes={'no': 1}); purchase_order.billing_type_id (no, 0.21, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Cancellation Fee Eligibility,input,newActiveUntilProvided,boolean,needs review (no confident match),0.248,unknown (model could not judge confidently),,,"purchase_order.active_until (unknown, 0.25, votes={'unknown': 1}); purchase_order.active_since (no, 0.16, votes={'no': 1}); order_line.use_item (no, 0.14, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Cancellation Fee Eligibility,input,oldActiveUntilProvided,boolean,needs review (no confident match),0.248,confirmed,purchase_order,active_until,"purchase_order.active_until (yes, 0.25, votes={'yes': 1}); purchase_order.active_since (no, 0.16, votes={'no': 1}); mediation_errors.should_retry (no, 0.13, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Cancellation Fee Eligibility,input,newQuantity,number,needs review (no confident match),0.32,no confident match (LLM rejected all candidates),,,"order_period.entity_id (no, 0.32, votes={'no': 1}); ageing_entity_step.entity_id (no, 0.27, votes={'no': 1}); base_user.entity_id (no, 0.27, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Cancellation Fee Eligibility,input,oldQuantity,number,needs review (no confident match),0.383,unknown (model could not judge confidently),,,"event_log.old_num (unknown, 0.38, votes={'unknown': 1}); order_period.entity_id (no, 0.28, votes={'no': 1}); purchase_order.notify (no, 0.26, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Order Period Already Invoiced,input,candidateDateProvided,boolean,needs review (no confident match),0.152,no confident match (LLM rejected all candidates),,,"purchase_order.due_date_value (no, 0.15, votes={'no': 1}); purchase_order.due_date_unit_id (no, 0.15, votes={'no': 1}); order_line.use_item (no, 0.14, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Order Period Already Invoiced,input,nextBillableDayProvided,boolean,needs review (no confident match),0.312,confirmed,purchase_order,next_billable_day,"purchase_order.next_billable_day (yes, 0.31, votes={'yes': 1}); filter.boolean_value (no, 0.15, votes={'no': 1}); order_line.use_item (no, 0.14, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Order Period Already Invoiced,input,candidateDate,date,needs review (no confident match),0.446,no confident match (LLM rejected all candidates),,,"partner_payout.ending_date (no, 0.45, votes={'no': 1}); filter.end_date_value (no, 0.40, votes={'no': 1}); payment.payment_date (no, 0.40, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Order Date Range Valid,input,parseOrAccessError,boolean,needs review (no confident match),0.154,no confident match (LLM rejected all candidates),,,"order_line.use_item (no, 0.15, votes={'no': 1}); order_process.billing_process_id (no, 0.11, votes={'no': 1}); mediation_order_map.mediation_process_id (no, 0.11, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Order Date Range Valid,input,startDateProvided,boolean,needs review (no confident match),0.201,no confident match (LLM rejected all candidates),,,"filter.start_date_value (no, 0.20, votes={'no': 1}); mediation_process.start_datetime (no, 0.16, votes={'no': 1}); mediation_record.start_datetime (no, 0.16, votes={'no': 1})"
jBilling,Order_Cancellation_and_Validity.dmn,Order Date Range Valid,input,endDateProvided,boolean,needs review (no confident match),0.194,no confident match (LLM rejected all candidates),,,"filter.end_date_value (no, 0.19, votes={'no': 1}); order_line.use_item (no, 0.17, votes={'no': 1}); purchase_order.due_date_value (no, 0.16, votes={'no': 1})"
jBilling,Payment_Authorization_and_Blacklist.dmn,Payment Outcome Resolution,input,processorUnavailable,boolean,needs review (no confident match),0.191,no confident match (LLM rejected all candidates),,,"filter.boolean_value (no, 0.19, votes={'no': 1}); filter.visible (no, 0.17, votes={'no': 1}); item_type.internal (no, 0.13, votes={'no': 1})"
jBilling,Payment_Authorization_and_Blacklist.dmn,Blacklist Filter Enabled,input,blacklistPluginId,number,needs review (no confident match),0.36,no confident match (LLM rejected all candidates),,,"international_description.language_id (no, 0.36, votes={'no': 1}); blacklist.id (no, 0.36, votes={'no': 1}); filter.id (no, 0.36, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Cycle Start Source,input,hasNextBillableDay,boolean,needs review (no confident match),0.279,confirmed,purchase_order,next_billable_day,"purchase_order.next_billable_day (yes, 0.28, votes={'yes': 1}); filter.visible (no, 0.18, votes={'no': 1}); order_line.use_item (no, 0.14, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Cycle Start Source,input,hasCycleStarts,boolean,needs review (no confident match),0.174,confirmed,purchase_order,cycle_start,"purchase_order.cycle_start (yes, 0.17, votes={'yes': 1}); filter.visible (no, 0.13, votes={'no': 1}); order_line.use_item (no, 0.12, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Daily Pro-Rate Amount,input,daysInCycle,number,needs review (no confident match),0.423,no confident match (LLM rejected all candidates),,,"ageing_entity_step.days (no, 0.42, votes={'no': 1}); billing_process_configuration.days_for_retry (no, 0.29, votes={'no': 1}); billing_process_configuration.days_for_report (no, 0.28, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Daily Pro-Rate Amount,input,daysInPeriod,number,needs review (no confident match),0.449,no confident match (LLM rejected all candidates),,,"payment.payment_period (no, 0.45, votes={'no': 1}); ageing_entity_step.days (no, 0.41, votes={'no': 1}); purchase_order.period_id (no, 0.39, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Daily Pro-Rate Amount,input,fullPrice,number,needs review (no confident match),0.42,confirmed,order_line,item_price,"order_line.item_price (yes, 0.42, votes={'yes': 1}); item.price_manual (unknown, 0.40, votes={'unknown': 1}); blacklist.source (no, 0.24, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Tax Calculation Needed,input,customContactFieldConfigured,boolean,needs review (no confident match),0.113,unknown (model could not judge confidently),,,"blacklist.contact_id (no, 0.11, votes={'no': 1}); contact_field.contact_id (unknown, 0.11, votes={'unknown': 1}); contact_map.contact_id (no, 0.11, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Tax Calculation Needed,input,primaryContactFound,boolean,needs review (no confident match),0.135,no confident match (LLM rejected all candidates),,,"blacklist.contact_id (no, 0.14, votes={'no': 1}); contact_field.contact_id (no, 0.14, votes={'no': 1}); contact_map.contact_id (no, 0.14, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Tax Calculation Needed,input,matchingFieldValue,string,needs review (no confident match),0.172,no confident match (LLM rejected all candidates),,,"generic_status.status_value (no, 0.17, votes={'no': 1}); filter.integer_value (no, 0.14, votes={'no': 1}); order_period.value (no, 0.13, votes={'no': 1})"
jBilling,Proration_and_Tax.dmn,Tax Calculation Mode,input,taxItemHasPercentage,boolean,"likely derived (auto, low confidence -- needs review)",0.239,confirmed,invoice_line,is_percentage,"order_line.use_item (no, 0.24, votes={'no': 1}); invoice_line.is_percentage (yes, 0.15, votes={'yes': 1}); item_type.internal (no, 0.13, votes={'no': 1})"
